web-scraper-order,web-scraper-start-url,get_more_details,get_more_details-href,pages,name,dates,updated,address,city,state,zip,image-src,fulladdress,attendance,exibitors,promotor,showrating
"1674871176-130","https://festivalnet.com/fairs-festivals/Oregon","","https://festivalnet.com/10134/Albany-Oregon/Festivals/Northwest-Art-and-Air-Festival","https://festivalnet.com/fairs-festivals/Oregon?page=9","Northwest Art and Air Festival","August 2023","Updated 2/9/2022","Timber Linn Park","Albany","OR","97322","/festival-community/image.php?mode=fno_event_image&band_id=10134&fno_event_id=10134&width=480&height=crop&theme=Sage","900 Price Road Southeast, Albany, OR 97322","hot air balloons,  music,  artists,  night glow,  car show,  family zone","60,000
					
# Food Booths: 17","Albany Parks and Recreation","null"
"1674871179-131","https://festivalnet.com/fairs-festivals/Oregon","","https://festivalnet.com/21680/Canyonville-Oregon/Festivals/Canyonville-Pioneer-Days","https://festivalnet.com/fairs-festivals/Oregon?page=9","Canyonville Pioneer Days","August 2023","Updated 8/23/2022","Pioneer Park","Canyonville","OR","97417","/festival-community/image.php?mode=fno_event_default_image&width=480&height=crop&image_name=FestivalEventFair%2Fdefault9.jpg","305 Southeast Canyon Street, Canyonville, OR 97417","5,000
					
# Food Booths: tba","90
					
Juried: no
					
Prize Money: na","Pioneer Days Festival","null"
"1674871181-132","https://festivalnet.com/fairs-festivals/Oregon","","https://festivalnet.com/92031/Salem-Oregon/Living-History-Reenactments/Honoring-the-American-Spirit-Week","https://festivalnet.com/fairs-festivals/Oregon?page=9","Honoring the American Spirit Week","August 2023","Updated 8/1/2022","ON the Salem McNary Airfield","Salem","OR","97302","/festival-community/image.php?mode=fno_event_image&band_id=603167&fno_event_id=92031&width=480&height=crop&theme=Sage","3278 25th Street SE, Salem, OR 97302","250
					
# Food Booths: 4","10
					
Juried: no
					
Prize Money: No","B‑17 Alliance Foundation","null"
"1674871184-133","https://festivalnet.com/fairs-festivals/Oregon","","https://festivalnet.com/22571/Molalla-Oregon/Festivals/Molalla-Heritage-Apple-Festival","https://festivalnet.com/fairs-festivals/Oregon?page=9","Molalla Heritage Apple Festival","August 27, 2022 - August 27, 2023","Updated 8/24/2022","Molalla Area Historical Society","Molalla","OR","97038","/festival-community/image.php?mode=fno_event_image&band_id=464129&fno_event_id=22571&width=480&height=crop&theme=Sage","620 S. Monalla Avenue, Molalla, OR 97038","live music,  living history displays,  cider press,  butter churning demo,  museum store","1,500
					
# Food Booths: local","Molalla Area Historical Society","null"
"1674871186-134","https://festivalnet.com/fairs-festivals/Oregon","","https://festivalnet.com/85700/Molalla-Oregon/Festivals/Celebrate-Molalla","https://festivalnet.com/fairs-festivals/Oregon?page=9","Celebrate Molalla","August 2023","Updated 8/3/2022","Fox Park to 620 S Molalla Ave (three blocks)","Molalla","OR","97038","/festival-community/image.php?mode=fno_event_default_image&width=480&height=crop&image_name=FestivalEventFair%2Fdefault9.jpg","400 S. Molalla Avenue, Molalla, OR 97038","food/music/beer/wine court,  free kid's crafts,  games,  car show,  motorcycle show,  corn‑hole","2,500
					
# Food Booths: 8","Celebrate Molalla, City of Molalla, OR","null"
"1674871188-135","https://festivalnet.com/fairs-festivals/Oregon","","https://festivalnet.com/90193/Joseph-Oregon/Boat-Auto-Camping-Shows/Wallowa-Mountain-Cruise","https://festivalnet.com/fairs-festivals/Oregon?page=9","Wallowa Mountain Cruise","August 2023","Updated 6/14/2022","Main Street","Joseph","OR","97846","/festival-community/image.php?mode=fno_event_image&band_id=424890&fno_event_id=90193&width=480&height=crop&theme=Sage","102 E. 1st Street, Joseph, OR 97846","cruise,  dance,  main street show and shine","500
					
# Food Booths: na","Wallow County Chamber of Commerce","null"
"1674871191-136","https://festivalnet.com/fairs-festivals/Oregon","","https://festivalnet.com/24841/Moro-Oregon/State-Fairs/Sherman-County-Fair","https://festivalnet.com/fairs-festivals/Oregon?page=9","Sherman County Fair","August 2023","Updated 7/28/2022","Fairgrounds","Moro","OR","97039","/festival-community/image.php?mode=fno_event_image&band_id=558879&fno_event_id=24841&width=480&height=crop&theme=Sage","66147 Lonerock Road, Moro, OR 97039","tba
					
Juried: no
					
Prize Money: na","Art & Craft: 08/10/2022
					
Music: na
					
Food: until full","Sherman County Fairboard","null"
"1674871193-137","https://festivalnet.com/fairs-festivals/Oregon","","https://festivalnet.com/60369/Winchester-Bay-Oregon/Specialty-Theme-Events/Kool-Coastal-Nights-Car-Show","https://festivalnet.com/fairs-festivals/Oregon?page=9","Kool Coastal Nights Car Show","August 26, 2023","Updated 11/11/2022","Beach Boulevard Bayfront","Winchester Bay","OR","97467","/festival-community/image.php?mode=fno_event_image&band_id=254470&fno_event_id=60369&width=480&height=crop&theme=Sage","600 Beach Boulevard, Winchester Bay, OR 97467","ladies poker run...food...fun..car cruise of champions at the coast!","6,000
					
# Food Booths: 4","Winchester Bay Merchants Association","null"
"1674871195-138","https://festivalnet.com/fairs-festivals/Oregon","","https://festivalnet.com/60801/Talent-Oregon/Farmers-Markets/T-A-G-Market-August","https://festivalnet.com/fairs-festivals/Oregon?page=9","T.A.G. Market‑ August","August 2023","Updated 6/8/2022","across from City Hall","Talent","OR","97540","/festival-community/image.php?mode=fno_event_default_image&width=480&height=crop&image_name=FarmersMarket%2Fdefault6.jpg","111 E. Main Street, Talent, OR 97540","2,000
					
# Food Booths: 4","35
					
Juried: no
					
Prize Money: na","Talent Artisans and Growers","null"
"1674871198-139","https://festivalnet.com/fairs-festivals/Oregon","","https://festivalnet.com/50099/Saint-Helens-Oregon/Music-Festivals/13-Nights-on-the-River","https://festivalnet.com/fairs-festivals/Oregon?page=9","13 Nights on the River","June - August 2023","Updated 5/9/2022","Columbia View Park","Saint Helens","OR","97051","/festival-community/image.php?mode=fno_event_image&band_id=91495&fno_event_id=50099&width=480&height=crop&theme=Sage","265 Strand Street, Saint Helens, OR 97051","vendors","25,000
					
# Food Booths: tba","Saint Helens Community Foundation","null"
"1674871200-140","https://festivalnet.com/fairs-festivals/Oregon","","https://festivalnet.com/18167/Silverton-Oregon/Music-Festivals/Silverton-Fine-Arts-Festival","https://festivalnet.com/fairs-festivals/Oregon?page=9","Silverton Fine Arts Festival","August 2023","Updated 7/18/2022","Coolidge‑McClaine Park","Silverton","OR","97381","/festival-community/image.php?mode=fno_event_image&band_id=18167&fno_event_id=18167&width=480&height=crop&theme=Sage","303 Coolidge Street, Silverton, OR 97381","art activities & demonstrations,  children's events,  silent auction","2,500
					
# Food Booths: 6","Silverton Arts Association","null"
"1674871202-141","https://festivalnet.com/fairs-festivals/Oregon","","https://festivalnet.com/1983/Rockaway-Beach-Oregon/Craft-Shows/Rockaway-Beach-Art-Fair","https://festivalnet.com/fairs-festivals/Oregon?page=9","Rockaway Beach Art Fair","August 2023","Updated 8/4/2022","The Ocean's Edge","Rockaway Beach","OR","97136","/festival-community/image.php?mode=fno_event_image&band_id=21713&fno_event_id=1983&width=480&height=crop&theme=Sage","103 South 1st Street, Rockaway Beach, OR 97136","500
					
# Food Booths: 6","110
					
Juried: no
					
Prize Money: Treasure Drawings","Rockaway Beach Chamber of Commerce","null"
"1674871205-142","https://festivalnet.com/fairs-festivals/Oregon","","https://festivalnet.com/21670/Grand-Ronde-Oregon/Pow-Wows/Grand-Ronde-Contest-Pow-Wow","https://festivalnet.com/fairs-festivals/Oregon?page=9","Grand Ronde Contest Pow Wow","August 2023","Updated 8/2/2022","Uyxat Pow Wow Grounds","Grand Ronde","OR","97347","/festival-community/image.php?mode=fno_event_image&band_id=291745&fno_event_id=21670&width=480&height=crop&theme=Sage","37008 Hebo Road, Grand Ronde, OR 97347","10,000
					
# Food Booths: 15","50
					
Juried: no
					
Prize Money: na","Confederated Tribes of Grand Ronde","null"
"1674871207-143","https://festivalnet.com/fairs-festivals/Oregon","","https://festivalnet.com/69395/Cottage-Grove-Oregon/Festivals/W-O-E-Heritage-Fair","https://festivalnet.com/fairs-festivals/Oregon?page=9","W.O.E. Heritage Fair","August 2023","Updated 6/7/2022","Western Oregon Expo Fairgrounds","Cottage Grove","OR","97424","/festival-community/image.php?mode=fno_event_image&band_id=449265&fno_event_id=69395&width=480&height=crop&theme=Sage","2000 N. Douglas Avenue, Cottage Grove, OR 97424","free kids games with prizes","2,500
					
# Food Booths: 5","Western Oregon Exposition, Inc.","null"
"1674871210-144","https://festivalnet.com/fairs-festivals/Oregon","","https://festivalnet.com/74361/Tygh-Valley-Oregon/State-Fairs/Wasco-County-Fair","https://festivalnet.com/fairs-festivals/Oregon?page=9","Wasco County Fair","August 2023","Updated 7/18/2022","Wasco County Fair Grounds","Tygh Valley","OR","97063","/festival-community/image.php?mode=fno_event_image&band_id=82252&fno_event_id=74361&width=480&height=crop&theme=Sage","81849 Fairgrounds Road, Tygh Valley, OR 97063","1,000
					
# Food Booths: tba","na
					
Juried: no
					
Prize Money: na","The Dalles Area Chamber of Commerce","null"
"1674871212-145","https://festivalnet.com/fairs-festivals/Oregon","","https://festivalnet.com/26642/Medford-Oregon/Festivals/Oregon-Wine-Experience","https://festivalnet.com/fairs-festivals/Oregon?page=9","Oregon Wine Experience","August 2023","Updated 8/10/2022","Stage Pass","Medford","OR","97501","/festival-community/image.php?mode=fno_event_default_image&width=480&height=crop&image_name=FestivalEventFair%2Fbeer%2Cwine2.jpg","4735 S Stage Rd, Medford, OR 97501","na
					
Juried: no
					
Prize Money: na","Art & Craft: na
					
Music: na
					
Food: na","Asante Foundation","null"
"1674871214-146","https://festivalnet.com/fairs-festivals/Oregon","","https://festivalnet.com/65783/Independence-Oregon/Boat-Auto-Camping-Shows/Central-Lions-Cruise-In","https://festivalnet.com/fairs-festivals/Oregon?page=9","Central Lions Cruise‑In","August 2023","Updated 8/9/2022","Riverview Park","Independence","OR","97351","/festival-community/image.php?mode=fno_event_image&band_id=402197&fno_event_id=65783&width=480&height=crop&theme=Sage","101 Independence Highway, Independence, OR 97351","250
					
# Food Booths: 1","na
					
Juried: no
					
Prize Money: na","Central Lions Cruise‑In","null"
"1674871217-147","https://festivalnet.com/fairs-festivals/Oregon","","https://festivalnet.com/31269/Heppner-Oregon/State-Fairs/Morrow-County-Fair","https://festivalnet.com/fairs-festivals/Oregon?page=9","Morrow County Fair","August 2023","Updated 8/23/2022","Fairgrounds","Heppner","OR","97836","/festival-community/image.php?mode=fno_event_default_image&width=480&height=crop&image_name=FairStateCounty%2Fdefault13.jpg","74473 Highway 74, Heppner, OR 97836","parade,  contests,  4‑h/ffa events,  omsi,  inflatables","3,000
					
# Food Booths: 5","Morrow County Fair","null"
"1674871219-148","https://festivalnet.com/fairs-festivals/Oregon","","https://festivalnet.com/27303/Aumsville-Oregon/Festivals/Aumsville-Corn-Festival","https://festivalnet.com/fairs-festivals/Oregon?page=9","Aumsville Corn Festival","August 19, 2023","Updated 12/15/2022","Porter‑Boone Park","Aumsville","OR","97325","/festival-community/image.php?mode=fno_event_image&band_id=453836&fno_event_id=27303&width=480&height=crop&theme=Sage","1105 Main Street, Aumsville, OR 97325","parade,  games,  kids contests,  corn eating contest","3,000
					
# Food Booths: 10","City of Aumsville","null"
"1674871226-149","https://festivalnet.com/fairs-festivals/Oregon","","https://festivalnet.com/69334/Enterprise-Oregon/Festivals/Main-Street-Show-Shine","https://festivalnet.com/fairs-festivals/Oregon?page=8","Main Street Show & Shine","August 18 -  19, 2023","Updated 1/10/2023","311 W. Main Street","Enterprise","OR","97828","/festival-community/image.php?mode=fno_event_default_image&width=480&height=crop&image_name=BoatAutoCamping%2Fdefault2.jpg","311 W. Main Street, Enterprise, OR 97828","250
					
# Food Booths: 3","na
					
Juried: no
					
Prize Money: na","Wallow County Chamber of Commerce","null"
"1674871228-150","https://festivalnet.com/fairs-festivals/Oregon","","https://festivalnet.com/30752/Canby-Oregon/State-Fairs/Clackamas-County-Fair-Rodeo","https://festivalnet.com/fairs-festivals/Oregon?page=8","Clackamas County Fair & Rodeo","August 15 -  19, 2023","Updated 11/8/2022","Clackamas County Fairgrounds","Canby","OR","97013","/festival-community/image.php?mode=fno_event_image&band_id=1875&fno_event_id=30752&width=480&height=crop&theme=Sage","694 NE 4th Avenue, Canby, OR 97013","carnival midway,  rodeo,  talent show,  family fun grove,  much more","60,000
					
# Food Booths: 35","Clackamas County Fair & Event Center","null"
"1674871231-151","https://festivalnet.com/fairs-festivals/Oregon","","https://festivalnet.com/21668/Dufur-Oregon/Vintages/Dufur-Thershing-Bee","https://festivalnet.com/fairs-festivals/Oregon?page=8","Dufur Thershing Bee","August 2023","Updated 7/27/2022","Balch Hotel Lawn Dufur Oregon","Dufur","OR","97021","/festival-community/image.php?mode=fno_event_image&band_id=285926&fno_event_id=21668&width=480&height=crop&theme=Sage","40 S. Heimrich Street, Dufur, OR 97021","dinner","2,500
					
# Food Booths: tba","The Dufur Historical Society","null"
"1674871233-152","https://festivalnet.com/fairs-festivals/Oregon","","https://festivalnet.com/21666/Siletz-Oregon/Pow-Wows/Nesika-Illahee-Pow-Wow","https://festivalnet.com/fairs-festivals/Oregon?page=8","Nesika Illahee Pow Wow","August 2023","Updated 5/18/2021","Pauline Ricks Memorial Pow Wow Grounds","Siletz","OR","97380","/festival-community/image.php?mode=fno_event_image&band_id=291241&fno_event_id=21666&width=480&height=crop&theme=Sage","402 Parkway, Siletz, OR 97380","competitions","4,000
					
# Food Booths: tba","Nesika Illahee Pow Wow","null"
"1674871235-153","https://festivalnet.com/fairs-festivals/Oregon","","https://festivalnet.com/73477/The-Dalles-Oregon/Antiques-Collectibles-Shows/Cruise-the-Gorge-Clasic-Car-Show","https://festivalnet.com/fairs-festivals/Oregon?page=8","Cruise the Gorge Clasic Car Show","August 2023","Updated 7/25/2022","Downtown The Dalles","The Dalles","OR","97058","/festival-community/image.php?mode=fno_event_image&band_id=82252&fno_event_id=73477&width=480&height=crop&theme=Sage","1st & Union Streets, The Dalles, OR 97058","10,000
					
# Food Booths: 5","15
					
Juried: no
					
Prize Money: na","The Dalles Area Chamber of Commerce","null"
"1674871238-154","https://festivalnet.com/fairs-festivals/Oregon","","https://festivalnet.com/1240/Junction-City-Oregon/Ethnic-Festivals/Junction-City-Scandinavian-Festival","https://festivalnet.com/fairs-festivals/Oregon?page=8","Junction City Scandinavian Festival","August 2023","Updated 6/8/2022","Downtown","Junction City","OR","97448","/festival-community/image.php?mode=band_image&band_id=1240&width=480&height=crop&theme=Sage","195 W. 5th Avenue, Junction City, OR 97448","scandinavian craft demonstrations","50,000
					
# Food Booths: 50","Scandinavian Festival Association","null"
"1674871240-155","https://festivalnet.com/fairs-festivals/Oregon","","https://festivalnet.com/23992/Keizer-Oregon/Festivals/Keizer-Fest","https://festivalnet.com/fairs-festivals/Oregon?page=8","Keizer Fest","August 2023","Updated 7/5/2022","Keizer Rapids Park","Keizer","OR","97303","/festival-community/image.php?mode=fno_event_image&band_id=23992&fno_event_id=23992&width=480&height=crop&theme=Sage","1900 Chemawa Rd N, Keizer, OR 97303","carnival,  parade,  kids' events","25,000
					
# Food Booths: tba","Keizer Chamber of Commerce","null"
